"ID" "EV" "WMLR" "WEV" "BWMLR" "BWEV" "CPN" "TCS" "ECI" "LIT" "AILI" "TILI" "MILI" "II"
"120" "GS558" 0.241579558652729 0.857142857142857 7.06666666666667 0.785714285714286 30.3333333333333 4 15 3.75 6 11 22 19 6.5
"121" "GS844" 0.185830429732869 0.857142857142857 0.266666666666667 0.857142857142857 1.33333333333333 7 28 4 10 0 0 0 1.42857142857143
"122" "GS892" 0.218931475029036 1 7.76666666666667 0.928571428571429 33.3333333333333 2 28 14 3 11 11 11 6.5
"123" "GS849" 0.250871080139373 1 12 1 52 2 17 8.5 3 11.5 23 21 12
"124" "GS633" 0.253774680603949 1 8.56666666666667 0.714285714285714 30.3333333333333 3 17 5.66666666666667 5 10 20 17 7.66666666666667
"125" "GS330" 0.246806039488966 1 9.36666666666667 0.928571428571429 44.3333333333333 2 13 6.5 6 10.5 21 19 12.5
"126" "GS989" 0.185830429732869 1 7.46666666666667 1 24.3333333333333 3 32 10.6666666666667 3 8 8 8 3.33333333333333
"127" "GS576" 0.185830429732869 0.714285714285714 6.66666666666667 0.714285714285714 33.3333333333333 3 9 3 4 29 29 29 10.6666666666667
"128" "GS036" 0.25609756097561 0.857142857142857 6.7 0.785714285714286 28 3 18 6 7 8 16 11 7
"129" "GS316" 0.253774680603949 0.857142857142857 7.36666666666667 0.857142857142857 34.3333333333333 4 21 5.25 6 7.5 15 13 4.75
"130" "GS640" 0.241579558652729 1 5.46666666666667 0.857142857142857 17.3333333333333 5 23 4.6 8 9 9 9 3.2
"131" "GS909" 0.227642276422764 1 6.26666666666667 0.928571428571429 16.3333333333333 4 28 7 5 5.5 11 8 3.5
"132" "GS963" 0.25609756097561 1 9.1 0.857142857142857 39 4 21 5.25 4 18 18 18 5.25
"133" "GS846" 0.255516840882695 0.857142857142857 7.06666666666667 0.785714285714286 34.3333333333333 6 19 3.16666666666667 7 8.5 17 15 3.66666666666667
"134" "GS691" 0.255516840882695 1 9.86666666666667 0.928571428571429 44.3333333333333 3 21 7 4 17 17 17 6.66666666666667
"135" "GS166" 0.142276422764228 0.571428571428571 3.36666666666667 0.5 16.3333333333333 2 7 3.5 3 17 34 32 17.5
"136" "GS841" 0.250871080139373 0.857142857142857 7.6 0.857142857142857 37 5 23 4.6 6 7 14 12 3.6
"137" "GS766" 0.157955865272938 1 3.46666666666667 0.928571428571429 8.33333333333333 4 34 8.5 4 5 5 5 2
"138" "GS545" 0.209059233449477 0.714285714285714 5.2 0.642857142857143 21 4 10 2.5 7 24 24 24 7.5
"139" "GS614" 0.241579558652729 1 5.86666666666667 0.928571428571429 20.3333333333333 4 23 5.75 7 4 12 7 4
"140" "GS937" 0.218931475029036 1 9.36666666666667 1 44.3333333333333 1 29 NA 2 12 12 12 13
"141" "GS879" 0.209059233449477 0.857142857142857 2.4 0.857142857142857 4 7 29 4.14285714285714 8 5 5 5 1.71428571428571
"142" "GS259" 0.235191637630662 0.714285714285714 4.7 0.642857142857143 21 4 13 3.25 7 6 24 18 6.75
"143" "GS083" 0.235191637630662 0.857142857142857 6.7 0.785714285714286 31 4 13 3.25 7 7.66666666666667 23 19 6.75
"144" "GS255" 0.209059233449477 0.857142857142857 7.6 0.785714285714286 37 2 11 5.5 4 27 27 27 15
"145" "GS080" 0.235191637630662 0.714285714285714 5.9 0.642857142857143 21 4 14 3.5 6 8 24 20 6.75
"146" "GS249" 0.0882694541231127 0.571428571428571 2.66666666666667 0.285714285714286 5.33333333333333 1 3 3 2 NA 37 37 NA
"147" "GS317" 0.185830429732869 0.714285714285714 6.66666666666667 0.714285714285714 33.3333333333333 3 8 2.66666666666667 5 28 28 28 10.6666666666667
"148" "GS806" 0.250871080139373 1 10 0.928571428571429 49 3 24 8 4 15 15 15 6
"149" "GS041" NA 0.428571428571429 1.5 NA 3 1 2 2 2 19.5 39 35 NA
"150" "GS866" 0.255516840882695 1 11.4666666666667 0.928571428571429 44.3333333333333 1 20 NA 3 18 18 18 20
"151" "GS133" 0.250871080139373 0.857142857142857 4.4 0.785714285714286 9 7 24 3.42857142857143 8 3.5 14 8 2.57142857142857
"152" "GS874" 0.235191637630662 0.857142857142857 3.9 0.857142857142857 13 6 24 4 9 3 9 5 2.5
"153" "GS870" 0.227642276422764 1 7.06666666666667 0.928571428571429 30.3333333333333 4 28 7 4 11 11 11 3.5
"154" "GS848" 0.172473867595819 0.857142857142857 0.7 0.857142857142857 1 6 32 5.33333333333333 7 2 4 2 1.5
"155" "GS589" 0.25609756097561 1 9.1 0.785714285714286 37 3 20 6.66666666666667 5 17 17 17 7
"156" "GS917" 0.209059233449477 0.857142857142857 4 0.857142857142857 12 5 28 5.6 7 6 6 6 2.4
"157" "GS845" 0.255516840882695 0.857142857142857 7.86666666666667 0.785714285714286 34.3333333333333 5 19 3.8 6 17 17 17 4.4
"158" "GS037" 0.235191637630662 0.857142857142857 7.9 0.785714285714286 31 4 13 3.25 6 11.5 23 21 6.75
"159" "GS816" 0.227642276422764 1 10.6666666666667 0.928571428571429 52.3333333333333 2 14 7 2 27 27 27 14
"160" "GS872" 0.250871080139373 1 8.4 0.928571428571429 39 3 23 7.66666666666667 4 8 16 13 6
"161" "GS784" 0.246806039488966 1 8.56666666666667 0.928571428571429 41.3333333333333 3 23 7.66666666666667 5 7 14 12 5.66666666666667
"162" "GS150" 0.253774680603949 0.857142857142857 6.96666666666667 0.785714285714286 33.3333333333333 5 21 4.2 7 7 14 8 3.8
"163" "GS927" 0.198025551684088 1 4.56666666666667 0.857142857142857 8.33333333333333 5 29 5.8 7 5 5 5 2.2
"164" "GS448" 0.253774680603949 0.857142857142857 6.96666666666667 0.714285714285714 30.3333333333333 5 19 3.8 6 18 18 18 4.6
"165" "GS487" 0.253774680603949 0.857142857142857 8.96666666666667 0.857142857142857 44.3333333333333 4 22 5.5 5 15 15 15 4.75
"166" "GS366" NA NA 0.666666666666667 NA 1.33333333333333 0 0 0 3 19.5 39 32 0
"167" "GS719" 0.253774680603949 1 6.16666666666667 0.857142857142857 26.3333333333333 5 20 4 8 12 12 12 3.8
"168" "GS540" 0.227642276422764 0.857142857142857 5.86666666666667 0.5 16.3333333333333 4 13 3.25 6 8.33333333333333 25 20 7
"169" "GS458" 0.246806039488966 0.714285714285714 5.36666666666667 0.714285714285714 26.3333333333333 4 17 4.25 5 6 24 18 6.25
"170" "GS379" 0.218931475029036 0.714285714285714 6.16666666666667 0.714285714285714 26.3333333333333 3 10 3.33333333333333 6 12.5 25 23 9.66666666666667
"171" "GS638" 0.209059233449477 0.857142857142857 1.2 0.785714285714286 3 7 26 3.71428571428571 11 2 2 2 1.71428571428571
"172" "GS250" NA 0.428571428571429 1.5 NA 3 1 3 3 2 NA 38 38 NA
"173" "GS792" 0.250871080139373 0.857142857142857 6 0.785714285714286 27 4 22 5.5 7 6.5 13 11 4.5
"174" "GS584" 0.157955865272938 0.857142857142857 5.86666666666667 0.571428571428571 21.3333333333333 2 7 3.5 3 32 32 32 17
"175" "GS592" 0.235191637630662 0.857142857142857 8.7 0.857142857142857 39 2 13 6.5 4 24 24 24 13.5
"176" "GS446" 0.250871080139373 0.857142857142857 6.4 0.785714285714286 31 4 17 4.25 5 7.33333333333333 22 16 6
"177" "GS142" NA NA 0.266666666666667 NA 1.33333333333333 1 2 2 2 20 40 34 NA
"178" "GS101" 0.0882694541231127 NA 1.06666666666667 0.285714285714286 5.33333333333333 1 3 3 3 18.5 37 32 NA
"179" "GS479" 0.250871080139373 1 12 1 52 1 17 NA 2 23 23 23 24
"180" "GS132" 0.125435540069686 0.571428571428571 2.8 0.428571428571429 12 1 3 3 4 17 34 32 NA
"181" "GS025" 0.209059233449477 1 7.6 0.714285714285714 28 1 8 8 5 13.5 27 25 30
"182" "GS018" 0.235191637630662 0.571428571428571 1.1 0.5 3 4 9 2.25 11 3 24 5 6.75
"183" "GS690" 0.250871080139373 1 10 0.928571428571429 49 3 23 7.66666666666667 4 8 16 14 6
"184" "GS768" 0.209059233449477 0.857142857142857 2.4 0.857142857142857 7 7 29 4.14285714285714 8 3 6 4 1.71428571428571
"185" "GS284" 0.142276422764228 0.714285714285714 4.16666666666667 0.5 16.3333333333333 2 6 3 3 17 34 32 17.5
"186" "GS363" 0.142276422764228 0.714285714285714 4.16666666666667 0.5 16.3333333333333 1 4 4 4 32 32 32 NA
"187" "GS687" 0.250871080139373 0.857142857142857 8.8 0.785714285714286 31 3 15 5 6 10 20 18 8
"188" "GS818" 0.235191637630662 1 7.9 0.928571428571429 37 4 26 6.5 5 11 11 11 3.75
"189" "GS367" 0.198025551684088 0.714285714285714 3.36666666666667 0.5 12.3333333333333 3 7 2.33333333333333 7 13 26 18 10.3333333333333
"190" "GS609" 0.253774680603949 1 5.76666666666667 0.857142857142857 20.3333333333333 5 20 4 8 3.75 15 8 3.8
"191" "GS153" 0.125435540069686 0.571428571428571 2.8 0.428571428571429 12 1 2 2 5 32 32 32 NA
"192" "GS070" 0.255516840882695 0.714285714285714 3.86666666666667 0.714285714285714 14.3333333333333 5 18 3.6 9 4.66666666666667 14 10 4
"193" "GS062" 0.107433217189315 NA 0.966666666666667 0.285714285714286 4.33333333333333 1 2 2 5 11.6666666666667 35 27 NA
"194" "GS434" 0.255516840882695 0.857142857142857 6.26666666666667 0.785714285714286 30.3333333333333 3 19 6.33333333333333 6 5.66666666666667 17 13 6.66666666666667
"195" "GS335" 0.246806039488966 1 10.5666666666667 0.928571428571429 44.3333333333333 2 16 8 3 23 23 23 12.5
"196" "GS053" 0.255516840882695 0.857142857142857 8.26666666666667 0.785714285714286 40.3333333333333 4 21 5.25 5 16 16 16 5
