"ID" "EV" "WMLR" "WEV" "BWMLR" "BWEV" "CPN" "TCS" "ECI" "LIT" "AILI" "TILI" "MILI" "II"
"179" "GS479" 0.240993788819876 1 4.26877470355731 1 15.6727272727273 19 87 4.57894736842105 29 3.69230769230769 48 23 3.36842105263158
"180" "GS132" 0.250776397515528 0.857142857142857 3.67588932806324 0.785714285714286 13.4545454545455 22 61 2.77272727272727 37 5 60 32 3.86363636363636
"181" "GS025" 0.250388198757764 1 3.56521739130435 0.714285714285714 11.4181818181818 15 56 3.73333333333333 35 3.68421052631579 70 25 5.73333333333333
"182" "GS018" 0.224301242236025 0.714285714285714 2.23715415019763 NA 5.65454545454545 14 NA 2.57142857142857 33 4.52380952380952 NA 20 NA
"183" "GS690" 0.224301242236025 1 3.96442687747036 0.928571428571429 15.0181818181818 21 101 4.80952380952381 27 3.45454545454545 38 14 2.57142857142857
"184" "GS768" 0.224301242236025 0.857142857142857 2.23715415019763 0.857142857142857 4.61818181818182 27 98 3.62962962962963 37 2.7 27 7 2
"185" "GS284" 0.249378881987578 1 4.42292490118577 0.857142857142857 16.2727272727273 21 78 3.71428571428571 31 6.25 50 32 3.47619047619048
"186" "GS363" 0.250388198757764 0.857142857142857 4.20158102766798 0.785714285714286 15.6545454545455 22 76 3.45454545454545 32 5.77777777777778 52 32 3.40909090909091
"187" "GS687" 0.230124223602484 1 3.53359683794466 0.928571428571429 11.2 22 95 4.31818181818182 31 3.6 36 18 2.59090909090909
"188" "GS818" 0.215450310559006 1 2.96837944664032 0.928571428571429 9.56363636363636 26 102 3.92307692307692 36 3.8 19 11 1.92307692307692
"189" "GS367" 0.247282608695652 0.857142857142857 2.77075098814229 0.785714285714286 10.6 26 78 3 39 4.875 39 18 2.69230769230769
